filepath,label,source
master_dataset/kaggle/malicious/malicious_331099.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_331256.png,malicious,kaggle
master_dataset/kaggle/benign/benign_18377.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_404072.png,malicious,kaggle
master_dataset/kaggle/benign/benign_87971.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_356674.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_391594.png,malicious,kaggle
master_dataset/kaggle/benign/benign_38175.png,benign,kaggle
master_dataset/kaggle/benign/benign_9035.png,benign,kaggle
master_dataset/kaggle/benign/benign_49171.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_349569.png,malicious,kaggle
master_dataset/kaggle/benign/benign_33624.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_409887.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_334129.png,malicious,kaggle
master_dataset/kaggle/benign/benign_48473.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_378456.png,malicious,kaggle
master_dataset/kaggle/benign/benign_27107.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_407440.png,malicious,kaggle
master_dataset/kaggle/benign/benign_58923.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_359725.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_369843.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_414691.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_345656.png,malicious,kaggle
master_dataset/kaggle/benign/benign_59767.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_396910.png,malicious,kaggle
master_dataset/kaggle/benign/benign_95744.png,benign,kaggle
master_dataset/kaggle/benign/benign_70638.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_393281.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_337435.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_414133.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_376205.png,malicious,kaggle
master_dataset/kaggle/benign/benign_52244.png,benign,kaggle
master_dataset/kaggle/benign/benign_5539.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_405576.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_373166.png,malicious,kaggle
master_dataset/kaggle/benign/benign_56043.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_408806.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_372264.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_378732.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_403411.png,malicious,kaggle
master_dataset/kaggle/benign/benign_8726.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_318925.png,malicious,kaggle
master_dataset/kaggle/benign/benign_38286.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_366011.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_369624.png,malicious,kaggle
master_dataset/kaggle/benign/benign_15880.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_352435.png,malicious,kaggle
master_dataset/kaggle/benign/benign_98471.png,benign,kaggle
master_dataset/kaggle/benign/benign_39998.png,benign,kaggle
master_dataset/kaggle/benign/benign_9592.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_406859.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_318728.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_396945.png,malicious,kaggle
master_dataset/kaggle/benign/benign_7725.png,benign,kaggle
master_dataset/kaggle/benign/benign_1776.png,benign,kaggle
master_dataset/kaggle/benign/benign_2340.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_387155.png,malicious,kaggle
master_dataset/kaggle/benign/benign_93473.png,benign,kaggle
master_dataset/kaggle/benign/benign_62493.png,benign,kaggle
master_dataset/kaggle/benign/benign_24068.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_340008.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_410262.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_345543.png,malicious,kaggle
master_dataset/kaggle/benign/benign_14741.png,benign,kaggle
master_dataset/kaggle/benign/benign_27832.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_414370.png,malicious,kaggle
master_dataset/kaggle/benign/benign_20416.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_341885.png,malicious,kaggle
master_dataset/kaggle/benign/benign_58496.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_396666.png,malicious,kaggle
master_dataset/kaggle/benign/benign_24361.png,benign,kaggle
master_dataset/kaggle/benign/benign_93522.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_370920.png,malicious,kaggle
master_dataset/kaggle/benign/benign_73055.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_384196.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_384686.png,malicious,kaggle
master_dataset/kaggle/benign/benign_78160.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_370606.png,malicious,kaggle
master_dataset/kaggle/benign/benign_93361.png,benign,kaggle
master_dataset/kaggle/benign/benign_5816.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_396035.png,malicious,kaggle
master_dataset/kaggle/benign/benign_29961.png,benign,kaggle
