brightness_mean,brightness_std,contrast,edge_density,color_variance,histogram_entropy,black_pixel_ratio,white_pixel_ratio,bw_ratio,texture_variance,horizontal_symmetry,vertical_symmetry,filepath,label
152.18042366691014,125.08847543887416,255,0.15991234477720964,125.08847543887414,0.97279966,0.40321402483564645,0.5967859751643535,0.6756425947460276,11481.258582907232,0.6756756756756757,0.6742147552958364,master_dataset/kaggle/malicious/malicious_323437.png,malicious
150.78524687685902,125.35568306975048,255,0.16273646638905415,125.35568306975047,0.97580504,0.4086853063652588,0.5913146936347412,0.6911468811708433,11672.780487804877,0.6680547293277811,0.6728138013087448,master_dataset/kaggle/malicious/malicious_375090.png,malicious
151.24033313503867,125.27029409495846,255,0.16644854253420582,125.27029409495846,0.97484434,0.40690065437239736,0.5930993456276026,0.6860581744078973,12031.75252825699,0.6609161213563355,0.6632956573468174,master_dataset/kaggle/malicious/malicious_345079.png,malicious
150.02676977989293,125.49420163212204,255,0.16773349196906603,125.49420163212204,0.9773638,0.4116597263533611,0.5883402736466389,0.6996966631773317,12082.813206424747,0.6704342653182629,0.6775728732897085,master_dataset/kaggle/malicious/malicious_411560.png,malicious
149.1165972635336,125.65417908985832,255,0.16711481261154074,125.65417908985832,0.9791647,0.41522903033908387,0.5847709696609161,0.7100712104584304,12101.380725758478,0.6716240333135038,0.65377751338489,master_dataset/kaggle/malicious/malicious_409498.png,malicious
151.08863771564546,125.29894720515422,255,0.166424747174301,125.29894720515422,0.9751667,0.40749553837001784,0.5925044616299822,0.687751003899989,12028.657941701369,0.6716240333135038,0.6977989292088043,master_dataset/kaggle/benign/benign_7844.png,benign
148.2064247471743,125.80736852104334,255,0.1674479476502082,125.80736852104333,0.9808901,0.4187983343248067,0.5812016656751934,0.7205731830899402,12095.191552647233,0.6502082093991671,0.6513979773944081,master_dataset/kaggle/benign/benign_22343.png,benign
153.0606781677573,124.91157565095531,255,0.1646162998215348,124.9115756509553,0.97081125,0.3997620464009518,0.6002379535990482,0.666005946370708,11887.854253420583,0.6502082093991671,0.6466389054134444,master_dataset/kaggle/malicious/malicious_341805.png,malicious
145.47590719809637,126.2264503200713,255,0.16709101725163594,126.2264503200713,0.9856136,0.42950624628197503,0.570493753718025,0.7528675702538509,12090.5496728138,0.6490184414039263,0.6513979773944081,master_dataset/kaggle/malicious/malicious_335673.png,malicious
148.2064247471743,125.80736852104333,255,0.16621058893515764,125.80736852104333,0.9808901,0.4187983343248067,0.5812016656751934,0.7205731830899402,12011.63771564545,0.6751933372992267,0.6442593694229625,master_dataset/kaggle/malicious/malicious_400642.png,malicious
147.59964306960143,125.90573596335722,255,0.16390243902439025,125.90573596335723,0.9819983,0.4211778703152885,0.5788221296847115,0.7276464541394477,11764.070791195716,0.6454491374182034,0.6418798334324807,master_dataset/kaggle/malicious/malicious_343436.png,malicious
150.02676977989293,125.49420163212204,255,0.16640095181439618,125.49420163212204,0.9773638,0.4116597263533611,0.5883402736466389,0.6996966631773317,11988.428316478286,0.6811421772754312,0.6704342653182629,master_dataset/kaggle/malicious/malicious_379226.png,malicious
146.3860797144557,126.09348116781939,255,0.165901249256395,126.09348116781939,0.9841143,0.42593694229625223,0.5740630577037478,0.7419689117878497,11994.61748958953,0.6775728732897085,0.6561570493753718,master_dataset/kaggle/malicious/malicious_378707.png,malicious
144.8691255205235,126.31137509603916,255,0.16556811421772755,126.31137509603916,0.98657143,0.4318857822724569,0.5681142177275431,0.7602094239499569,11909.516359309935,0.6894705532421178,0.6549672813801308,master_dataset/kaggle/benign/benign_72320.png,benign
151.24033313503867,125.27029409495844,255,0.16992266508030934,125.27029409495844,0.97484434,0.40690065437239736,0.5930993456276026,0.6860581744078973,12328.832837596668,0.6751933372992267,0.6835217132659132,master_dataset/kaggle/benign/benign_36055.png,benign
150.02676977989293,125.49420163212203,255,0.16763831052944675,125.49420163212203,0.9773638,0.4116597263533611,0.5883402736466389,0.6996966631773317,12133.873884592504,0.6704342653182629,0.6799524092801904,master_dataset/kaggle/malicious/malicious_325983.png,malicious
150.33016061867934,125.43936290545047,255,0.16259369422962522,125.43936290545047,0.97674656,0.41046995835812017,0.5895300416418798,0.6962663974600986,11678.969660916122,0.6882807852468769,0.6954193932183225,master_dataset/kaggle/benign/benign_40156.png,benign
150.69028487947406,125.37328538093287,255,0.15991234477720964,125.37328538093287,0.97600305,0.40905770635500366,0.5909422936449964,0.6922126080410829,11435.660336011688,0.672753834915997,0.6829802775748721,master_dataset/kaggle/malicious/malicious_384756.png,malicious
148.2064247471743,125.80736852104333,255,0.16259369422962522,125.80736852104333,0.9808901,0.4187983343248067,0.5812016656751934,0.7205731830899402,11728.483045806068,0.6442593694229625,0.6597263533610946,master_dataset/kaggle/malicious/malicious_340678.png,malicious
150.93694229625223,125.32741015357391,255,0.16625817965496728,125.32741015357391,0.9754869,0.4080904223676383,0.5919095776323617,0.689447236064426,11971.408090422368,0.6632956573468174,0.65377751338489,master_dataset/kaggle/benign/benign_51766.png,benign
153.36406900654373,124.84910866491899,255,0.16751933372992267,124.849108664919,0.97010934,0.3985722784057109,0.6014277215942891,0.6627101878225503,12129.232004759073,0.6561570493753718,0.6597263533610946,master_dataset/kaggle/benign/benign_91164.png,benign
147.59964306960143,125.90573596335723,255,0.16837596668649613,125.90573596335723,0.9819983,0.4211778703152885,0.5788221296847115,0.7276464541394477,12203.502082093992,0.6680547293277811,0.7001784651992862,master_dataset/kaggle/benign/benign_48790.png,benign
147.90303390838787,125.85692753016488,255,0.16799524092801904,125.8569275301649,0.9814483,0.4199881023200476,0.5800118976799524,0.7241025639777213,12102.928019036288,0.6704342653182629,0.6573468173706127,master_dataset/kaggle/benign/benign_5217.png,benign
147.7100073046019,125.88806776159501,255,0.1635354273192111,125.888067761595,0.98179924,0.42074506939371803,0.579254930606282,0.7263556114761184,11787.146822498175,0.6639883126369612,0.6683710737764792,master_dataset/kaggle/malicious/malicious_385283.png,malicious
148.50981558596075,125.75705804861975,255,0.16085663295657346,125.75705804861975,0.9803234,0.4176085663295657,0.5823914336704342,0.7170582225530772,11531.976799524093,0.6632956573468174,0.6680547293277811,master_dataset/kaggle/malicious/malicious_411522.png,malicious
146.08268887566925,126.13854951659339,255,0.1666627007733492,126.13854951659339,0.98462236,0.4271267102914932,0.5728732897085068,0.7455867080733821,12024.016061867937,0.637120761451517,0.6347412254610351,master_dataset/kaggle/benign/benign_16561.png,benign
150.63355145746579,125.38376608223562,255,0.16107079119571682,125.38376608223562,0.97612095,0.4092801903628792,0.5907198096371208,0.6928499495302436,11528.88221296847,0.6585365853658537,0.65377751338489,master_dataset/kaggle/benign/benign_28039.png,benign
148.50981558596075,125.75705804861977,255,0.16732897085068413,125.75705804861975,0.9803234,0.4176085663295657,0.5823914336704342,0.7170582225530772,12101.380725758478,0.6740035693039858,0.6180844735276622,master_dataset/kaggle/malicious/malicious_370046.png,malicious
152.15050565139796,125.09437465821713,255,0.16713860797144556,125.09437465821713,0.972866,0.4033313503866746,0.5966686496133254,0.6759720836354627,12112.211778703153,0.6644854253420583,0.669244497323022,master_dataset/kaggle/malicious/malicious_405366.png,malicious
153.97085068411658,124.7218668239824,255,0.1675669244497323,124.7218668239824,0.96867985,0.396192742415229,0.6038072575847709,0.6561576353593103,12172.556216537776,0.6573468173706127,0.6585365853658537,master_dataset/kaggle/malicious/malicious_391195.png,malicious
146.3860797144557,126.09348116781939,255,0.16632956573468174,126.09348116781939,0.9841143,0.42593694229625223,0.5740630577037478,0.7419689117878497,12017.826888756692,0.6728138013087448,0.6490184414039263,master_dataset/kaggle/benign/benign_22335.png,benign
147.29625223081499,125.95379469318878,255,0.16763831052944675,125.95379469318878,0.9825399,0.4223676383105294,0.5776323616894705,0.731204943230777,12058.056513979775,0.6787626412849495,0.6644854253420583,master_dataset/kaggle/benign/benign_36858.png,benign
